Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Page Rank,Emails,X,Twitter,Instagram,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CMS Platform,CRM Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
callfastair.com,callfastair.com,$1000,$64569,0,0,0,,,14936068,,,,,,FL,34476,US,30/01/2023,13/09/2023,31/05/2021,16/10/2023,Ecwid,Duda,,Top 50m,-,-,-
callhomeallegiance.com,callhomeallegiance.com,$250,,50,0,0,,,Outside Top 100m,chris@callhomeallegiance.com,,,instagram.com/homeallegianceheatingandair,,NJ,8690,US,20/07/2021,12/10/2023,10/03/2021,12/10/2023,,WordPress,,Top 50m,-,-,-
callhummingbird.com,callhummingbird.com,$500,,0,0,0,Hummingbird Heating and Cooling,Business And Industrial,Outside Top 100m,,,twitter.com/hummingbirdhvac,instagram.com/hummingbird_heating_cooling,Syracuse,NY,13206,US,01/09/2023,12/10/2023,21/02/2023,16/10/2023,,WordPress,,Top 50m,-,-,-
calljvheatingandair.com,calljvheatingandair.com,$100,,0,0,0,calljvheatingandair.com,,Outside Top 100m,,,,,Laurel,MD,20723,US,19/07/2022,01/07/2023,15/07/2022,01/09/2023,,WordPress,,-,-,-,-
calloasis.com,calloasis.com,$1000,,0,0,0,Oasis Plumbing,Business And Industrial,23490020,info@calloasis.com,,,instagram.com/oasisplumbingmiami,Miami,FL,33181,US,09/03/2021,12/10/2023,02/11/2018,12/10/2023,,WordPress,,-,-,-,-
callofdooty702.com,callofdooty702.com,$100,,5000,0,0,Call of Dooty LLC,Business And Industrial,44878972,,,,instagram.com/callofdootylv,Sunrise Manor,NV,89110,US,18/07/2022,12/10/2023,20/11/2021,12/10/2023,,WordPress;Yext,,-,-,-,-
callsmarthomenc.com,callsmarthomenc.com,$1000,,0,0,0,,Technology And Computing,23361012,,,,,Garner,NC,27529,US,09/03/2021,17/07/2023,03/01/2020,12/10/2023,,Webflow,,-,-,-,-
callsmoothsailing.com,callsmoothsailing.com,$500,$35435,0,0,0,,,19108264,,,,,Boiling Springs,SC,29316,US,15/07/2022,13/09/2023,29/12/2021,12/10/2023,Ecwid,Duda,,-,-,-,-
callthefamilyplumber.com,callthefamilyplumber.com,$100,,,,,,,69945691,TheFamilyPlumberAZ@gmail.com,,twitter.com/familyplumberaz,instagram.com/thefamilyplumberaz,,,,,06/03/2023,12/10/2023,01/04/2022,12/10/2023,,WordPress,,-,-,-,-
calltradeworks.com,calltradeworks.com,$100,,,,,,Home And Garden,Outside Top 100m,,,,,Wilson,OK,73463,US,28/06/2022,12/10/2023,09/07/2021,12/10/2023,,Wix,,-,-,-,-
calltrueblueair.com,calltrueblueair.com,$250,,0,0,0,True Blue Heating and Cooling,Business And Industrial,55155543,jmullis@calltrueblueair.com,,twitter.com/calltrueblueair,instagram.com/calltrueblueair,,TN,37027,US,17/12/2021,17/10/2023,24/09/2021,17/10/2023,,WordPress,,Top 10m,-,-,-
calscreenpro.com,calscreenpro.com,$100,,,,,Cal Screen Pro,Automotive And Vehicles,55856003,calscreenpro@gmail.com,,,,,,,,16/08/2022,12/10/2023,16/08/2022,12/10/2023,,Wix,,-,-,-,California CCPA
calstructive.com,calstructive.com,$250,,500,0,0,Calstructive LLC,Business And Industrial,27382441,,,,instagram.com/calstructive,,,,,10/11/2020,01/09/2023,08/02/2020,12/10/2023,,Wix;WordPress,,-,-,-,California CCPA
caltechplumbing.com,caltechplumbing.com,$250,,,,,,Home And Garden,Outside Top 100m,caltechplumbinganddrains@gmail.com,,,,,,,,25/08/2022,17/07/2023,21/03/2020,12/10/2023,,Netlify,,-,-,-,California CCPA
camachoscleaning.com,camachoscleaning.com,$500,$41070,,,,,Business And Industrial,70017679,Ralph@CamachoHouseKeeping.com,,,instagram.com/camachohousekeeping,Salem,OR,97303,US,22/12/2021,13/10/2023,29/10/2021,13/10/2023,Squarespace Add to Cart;Squarespace Light Cart,Squarespace,CHIIRP,-,-,-,-
cameraguys.pro,cameraguys.pro,$100,,,,,The Camera Guys at NewAV,Technology And Computing,Outside Top 100m,,,,,,,,,17/09/2020,12/10/2023,25/08/2019,12/10/2023,,WordPress,,-,-,-,-
cameronpropertysolutions.com,cameronpropertysolutions.com,$100,,0,0,0,Cameron Property Solutions LLC,Business And Industrial,Outside Top 100m,,,,,Pittsburgh,PA,15237,US,18/07/2022,12/10/2023,06/10/2021,12/10/2023,,WordPress,,-,-,-,-
campbellandsonelectric.com,campbellandsonelectric.com,$500,,250,0,0,Campbell & Son Electric LLC,Automotive And Vehicles,Outside Top 100m,,,,instagram.com/campbellandsonelectric,Oklahoma City,Oklahoma,73117,US,23/12/2019,12/10/2023,27/02/2018,12/10/2023,,Squarespace,,-,-,-,-
campbellscleaningco.com,campbellscleaningco.com,$100,$15019,0,0,0,by Campbell's Cleaning Co,Business And Industrial,Outside Top 100m,campbellscleaningco@gmail.com,,,instagram.com/campbellscleaningco,,,,,21/02/2021,12/10/2023,14/01/2021,12/10/2023,Wix Stores,Wix,,-,-,-,-
campohvac.com,campohvac.com,$250,$24733,,,,,Business And Industrial,Outside Top 100m,,,,,,,,,12/01/2019,12/10/2023,31/10/2017,12/10/2023,Ecwid,Duda,,-,-,-,-
campverdeplumbing.com,campverdeplumbing.com,$100,,,,,,Home And Garden,74852456,,,twitter.com/campverdeplumba,,,,,,21/02/2021,01/09/2023,28/01/2011,12/10/2023,,WordPress,,-,-,-,-
canadiancomforts.com,canadiancomforts.com,$250,$22172,,,,Canadian Comforts Home Services,Sports,Outside Top 100m,,,,,,,,,05/05/2020,13/09/2023,24/09/2018,12/10/2023,Shopify,Google My Business,,-,-,-,-
candelockandsafe.com,candelockandsafe.com,$100,,100,0,0,,Technology And Computing,32903951,jeffupton@candelockandsafe.com;schedule@candelockandsafe.com,,,instagram.com/candelockandsafeinc,Fayetteville,AR,72701,US,05/05/2020,18/10/2023,17/11/2011,18/10/2023,,WordPress,,-,-,-,-
candicecleaners.com,candicecleaners.com,$100,$15019,,,,Candice Cleaners,Business And Industrial,21686955,support@candicecleaners.com,,,instagram.com/candicecleanersllc,San Diego,CA,92123,US,25/10/2018,02/09/2023,13/02/2017,16/10/2023,Wix Stores,Wix,,Top 50m,-,-,California CCPA
candicehousecleaners.com,candicehousecleaners.com,$100,,,,,,Home And Garden,Outside Top 100m,,,,,,,,,18/07/2023,02/09/2023,18/07/2023,12/10/2023,,WordPress;CPanel,,-,-,-,-
candjacandelectrical.com,candjacandelectrical.com,$250,$7237,0,0,0,Select On Site LLC,Business And Industrial,58595340,info@candjacandelectrical.com,,,,Tenaha,TX,75974,US,27/12/2020,17/10/2023,20/06/2015,17/10/2023,,,,-,-,-,-
canyonlakemobileauto.com,canyonlakemobileauto.com,$250,,,,,,Automotive And Vehicles,79873552,service@canyonlakemobile.com,,,,,,,,02/11/2021,12/10/2023,10/09/2021,12/10/2023,,Netlify,,-,-,-,California CCPA
canyonoverheaddoors.com,canyonoverheaddoors.com,$100,,0,0,0,Canyon Overhead Doors,Automotive And Vehicles,24541235,office@canyonoverheaddoors.com,,,,Salt Lake City,UT,84115,US,22/05/2022,12/10/2023,09/07/2012,16/10/2023,,WordPress,,Top 50m,-,-,-
capecoralclosets.com,capecoralclosets.com,$250,$18538,10,0,0,Cape Coral Closets,Technology And Computing,Outside Top 100m,CapeCoralClosets@gmail.com,,,instagram.com/capecoralclosets,,,,,06/10/2022,12/10/2023,21/09/2021,16/10/2023,Wix Stores,Wix,SuiteDash,Top 50m,-,-,-
capehartcarpetcleaningllc.com,capehartcarpetcleaningllc.com,$100,,,,,Capehart Carpet Cleaning LLC,Home And Garden,Outside Top 100m,contact@capehartcarpetcleaningllc.com,,,,Omaha,NE,68135,US,02/05/2023,12/10/2023,20/02/2023,12/10/2023,,GoDaddy Website Builder,,-,-,-,-
capitalappliancesrepair.com,capitalappliancesrepair.com,$100,,,,,Capital Appliance Repair,,Outside Top 100m,capitalappliancesrepair@gmail.com,,,,,,,,19/09/2023,12/10/2023,19/09/2023,12/10/2023,,WordPress,,-,-,-,-
capitalcarpetcleaner.com,capitalcarpetcleaner.com/*,$500,,,,,,Home And Garden,27420302,,,,,,,,,28/06/2022,12/10/2023,01/04/2008,12/10/2023,,Homestead,Infusionsoft,-,-,-,-
capitolcooling.com,capitolcooling.com,$100,,,,,Capitol Cooling,Automotive And Vehicles,Outside Top 100m,info@capitolcooling.com,,twitter.com/capitolcooling,instagram.com/capitolcooling,Austin,TX,78744,US,02/05/2023,17/10/2023,28/10/2022,17/10/2023,,GoDaddy Website Builder,,-,-,-,-
capowerclean.com,capowerclean.com,$250,,250,0,0,Curb Appeal Power Clean,Business And Industrial,14376620,,,twitter.com/cleancurb,instagram.com/capowerclean,Woodland Hills,California,91364,US,10/03/2021,12/10/2023,13/11/2017,16/10/2023,,WordPress,,Top 50m,-,-,California CCPA
carbonatedsolutionsoflasvegas.com,carbonatedsolutionsoflasvegas.com,$100,,0,0,0,Carbonated Solutions Of Las Vegas,Business And Industrial,27383963,,,,,Las Vegas,NV,89103,US,25/02/2019,12/10/2023,01/02/2011,12/10/2023,,WordPress,,-,-,-,-
carolinagreensteam.com,carolinagreensteam.com,$1000,,0,0,0,Carolina Green Steam,Business And Industrial,76532615,contact@carolinagreensteam.com,,,instagram.com/carolinagreensteam,Summerville,SC,29486,US,22/05/2022,12/10/2023,05/02/2017,16/10/2023,,WordPress,,Top 50m,-,-,-
carolinaprocleanobx.com,carolinaprocleanobx.com,$500,,0,0,0,Carolina Pro Clean,Business And Industrial,55280152,,,,,Harbinger,NC,27941,US,02/09/2023,12/10/2023,05/10/2017,12/10/2023,,WordPress,,-,-,-,-
carpetcleanersdunlap.com,carpetcleanersdunlap.com,$100,,,,,Super Steam Carpet Clean,Home And Garden,76532629,info@carpetcleanersdunlap.com,,,,Dunlap,Illinois,61525,US,25/08/2019,12/10/2023,25/08/2019,12/10/2023,,LinkNow;WordPress,,-,-,-,-
carpetcleanersinlubbock.com,carpetcleanersinlubbock.com,$100,$5820,500,0,0,Lubbock Cleaning Solutions,Home And Garden,76532630,,,,instagram.com/lubbockcleaningsolutions,Lubbock,TX,79401,US,16/02/2021,12/10/2023,15/02/2021,12/10/2023,,WordPress,,-,-,-,-
carpetcleaningbarnegat.com,carpetcleaningbarnegat.com,$500,,,,,,Home And Garden,54785862,info@baysidecarpetcleaning.org,,,,Manahawkin,NJ,8050,US,22/12/2021,12/10/2023,25/08/2010,12/10/2023,,DNN Software,,-,-,-,-
carpetcleaninglbi.com,carpetcleaninglbi.com,$500,,,,,,Home And Garden,54785863,info@baysidecarpetcleaning.org,,,,Manahawkin,NJ,8050,US,22/12/2021,12/10/2023,28/02/2013,12/10/2023,,DNN Software,,-,-,-,-
carpetcleaninglittletonco.com,carpetcleaninglittletonco.com,$100,,0,0,0,CT Solutions,Home And Garden,26572595,,,,,,CO,80121,US,02/02/2018,14/10/2023,20/11/2017,14/10/2023,,WordPress,,-,-,-,-
carpetdm.com,carpetdm.com,$100,,100,0,0,CARPEt DM,Home And Garden,Outside Top 100m,,,,instagram.com/carpet_d.m,,,,,03/03/2020,02/09/2023,29/08/2013,12/10/2023,,GoDaddy Website Builder,,-,-,-,-
carpetkingsca.com,carpetkingsca.com,$100,,250,0,0,Carpet Kings Commercial & Residential Carpet Cleaning | Carpet Kings Irvine California | Irvine California Carpet Kings,Home And Garden,27435842,,,twitter.com/carpetkingsca1,instagram.com/carpetkings.oc,,,,US,03/07/2023,12/10/2023,02/02/2020,12/10/2023,,WordPress,,-,-,-,California CCPA
carpetshock.ca,carpetshock.ca,$100,,,,,Carpet Shock,Home And Garden,82900040,,,,,Langley Township Southwest,BC,V2Z,CA,25/02/2020,12/10/2023,05/05/2016,12/10/2023,,WordPress,,-,-,-,-
carpetsplusvernal.com,carpetsplusvernal.com,$100,$8366,100,0,0,Carpets Plus,Home And Garden,84074296,carpetsplusvernal@yahoo.com,,,instagram.com/carpetsplusvernal,,,,,24/07/2020,30/07/2023,15/09/2013,17/10/2023,,WordPress,,-,-,-,-
carpetsteamer911.com,carpetsteamer911.com,$100,$15019,100,0,0,Carpet Steamer LLC,,73950157,george@carpetsteamer911.com;dionne@carpetsteamer911.com,,,instagram.com/carpetsteamer911,Clayton,NC,27520,US,03/03/2020,12/10/2023,24/02/2018,12/10/2023,Wix Stores,Wix,,-,-,-,-
carpetstoclean.com,carpetstoclean.com,$100,,,,,Cleaning Solutions Carpet and Tile Cleaning Professional Tile Cleaning Roseville CA,Home And Garden,27412851,cleaningsolutions@surewest.net,,twitter.com/cleaningsolu,,Roseville,CA,95661,US,03/11/2021,30/07/2023,27/11/2007,12/10/2023,,WordPress,,-,-,-,California CCPA
carrelectricco.com,carrelectricco.com,$500,$36056,,,,,Style And Fashion,Outside Top 100m,nathan@carrelectricco.com,,,,,,,,15/04/2022,12/10/2023,29/07/2021,12/10/2023,Squarespace Add to Cart,Squarespace,,-,-,-,-
cartwrighthvac.com,cartwrighthvac.com,$250,,50,0,0,Cartwright Heat & Air LLC,Business And Industrial,27238067,admin@cartwrighthvac.com,,twitter.com/cartwrighthvac,instagram.com/cartwright_hvac,Sapulpa,OK,74066,US,03/11/2021,12/10/2023,29/03/2013,12/10/2023,,WordPress,,-,-,-,-
juggernautjunk.com,juggernautjunk.com,$100,,0,0,0,Juggernaut Hauling & Junk Removal,,Outside Top 100m,,,,instagram.com/juggernautjunk,,,,,05/11/2022,01/10/2023,05/11/2022,14/10/2023,,WordPress,,-,-,-,-
jumbopw.com,jumbopw.com,$1000,,0,0,0,Jumbo Pressure Washing,Business And Industrial,Outside Top 100m,jared@jumbopw.com,,,instagram.com/jumbopressurewashing,Grand Rapids,Michigan,49516,US,28/04/2022,01/10/2023,25/08/2019,14/10/2023,,Squarespace,,-,-,-,-
junk-boss.com,junk-boss.com,$250,,0,0,0,Junk Boss,Automotive And Vehicles,6097476,info@junk-boss.com,,,,Edmond,OK,73003,US,30/08/2018,18/10/2023,04/02/2012,18/10/2023,,WordPress,,Top 50m,-,-,-
junk-n-joe.com,junk-n-joe.com,$100,,0,0,0,,Business And Industrial,40926058,joe@junk-n-joe.com;gloria@junk-n-joe.com,,,,Rockwood,OR,97230,US,15/09/2023,01/10/2023,02/05/2019,16/10/2023,,WordPress,,Top 50m,-,-,-
junk-ops.com,junk-ops.com,$100,$13202,0,0,0,,,85419608,,,,,Azle,TX,76020,US,03/07/2021,15/09/2023,28/05/2020,14/10/2023,Ecwid,Duda,,-,-,-,-
junk-rite.com,junk-rite.com,$250,,0,0,0,Junk Rite LLC,Business And Industrial,24722879,angie@junk-rite.com;tanya@junk-rite.com,,,,Gilbert,AZ,85295,US,17/09/2020,04/09/2023,11/09/2017,16/10/2023,,WordPress,,-,-,-,-
junk-solution.com,junk-solution.com,$500,,0,0,0,Junk Solution,Business And Industrial,14963177,contact@junk-solution.com,,,,Huntington Beach,California,92648,US,28/11/2022,24/06/2023,12/01/2019,14/10/2023,,WordPress,,Top 50m,-,-,California CCPA
junkbadger.com,junkbadger.com,$100,,0,0,0,,,Outside Top 100m,,,,,,,,,15/02/2023,01/10/2023,07/09/2022,14/10/2023,,GoDaddy Website Builder;WordPress,,-,-,-,-
junkbeegoneca.com,junkbeegoneca.com,$100,,,,,,,Outside Top 100m,info@junkbeegoneca.com,,,,,,,,23/06/2023,15/09/2023,06/11/2021,14/10/2023,,WordPress,,-,-,-,-
junkbugslc.com,junkbugslc.com,$100,,,,,,,Outside Top 100m,,,,,,,,,15/09/2023,15/09/2023,08/09/2023,14/10/2023,,GoDaddy Website Builder,,-,-,-,-
junkcanada.com,junkcanada.com,$250,,0,0,0,Junk Canada Removal Inc,Business And Industrial,22229293,info@junkcanada.com;accounting@junkcanada.com,,twitter.com/junkcanada1,,,,,,07/11/2017,01/10/2023,07/02/2011,14/10/2023,,Webware,,-,-,-,-
junkdestroyers.com,junkdestroyers.com,$250,,0,0,0,Extractors Junk Removal,,Outside Top 100m,,,,,,,,,06/06/2023,01/10/2023,26/04/2021,14/10/2023,,WordPress,,-,-,-,-
junkdone.com,junkdone.com,$250,$16782,,,,junkdone,Home And Garden,59712505,info@junkdone.com,,,,Tyrone,GA,30290,US,31/07/2021,15/09/2023,02/04/2018,15/09/2023,Wix Stores,Wix,,-,-,-,-
junkfairy.com,junkfairy.com,$100,,,,,junkfairy,Home And Garden,74138905,,,,,San Diego,CA,92128,US,17/10/2022,15/09/2023,25/08/2019,14/10/2023,,Wix,,-,-,-,California CCPA
junkfreeaz.com,junkfreeaz.com,$250,,,,,,,Outside Top 100m,office@junkfreeaz.com,,,,,,,,05/08/2023,05/08/2023,21/03/2023,14/10/2023,,Mailchimp Website Builder,,-,-,-,-
junkgonetoday.com,junkgonetoday.com,$100,$13141,0,0,0,Junk Gone Today,Business And Industrial,21897109,eric@junkgonetoday.com;service@junkgonetoday.com,,twitter.com/junkgonetoday,,Cleveland,OH,44128,US,10/09/2019,15/09/2023,11/05/2010,16/10/2023,Squarespace Add to Cart;Squarespace Light Cart,Squarespace,,Top 50m,-,-,-
junkhaulersexpress.com,junkhaulersexpress.com,$100,,0,0,0,,,Outside Top 100m,info@junkhaulersexpress.com,,,,,,,,15/09/2023,01/10/2023,29/10/2021,16/10/2023,,WordPress,,Top 50m,-,-,-
junkinaboxx.com,junkinaboxx.com,$2000,$220113,0,0,0,,,46533448,,,,,,,,,21/03/2023,01/10/2023,19/01/2021,14/10/2023,Ecwid,Duda;Unbounce;Hibu CMS;Yext,,-,-,-,-
junkindatruck.com,junkindatruck.com,$1000,$104527,,,,,,59712509,,,,,,,,,23/06/2023,01/10/2023,02/03/2019,14/10/2023,Ecwid,Duda;1and1 Ionos Website Builder,,-,-,-,-
junkinmonkeyz.com,junkinmonkeyz.com,$100,,0,0,0,Junkin Monkeyz,,Outside Top 100m,Junkinmonkeyz.llc@gmail.com,,,,,,,,18/04/2023,01/10/2023,18/04/2023,14/10/2023,,WordPress,,Top 50m,-,-,-
junkinthetruckco.com,junkinthetruckco.com,$250,,,,,Junk in the Truck Co,Business And Industrial,Outside Top 100m,info@junkinthetruckco.com,,twitter.com/junkinthetruck2,instagram.com/junkinthetruckco,Tampa,FL,33629,US,18/11/2021,01/10/2023,02/06/2019,14/10/2023,,Heyflow App;WordPress,,-,-,-,-
junkit570.com,junkit570.com,$250,$16476,0,0,0,,,Outside Top 100m,,,,,,,,,28/11/2022,17/10/2023,14/05/2020,17/10/2023,Wix Stores,WordPress;Wix,,Top 10m,-,-,-
junkmasterz.com,junkmasterz.com,$250,,0,0,0,Junk Masterz Las Vegas Junk Removal,Business And Industrial,27332779,ebarrientos@junkmasterz.com,,,instagram.com/junkmasterzllc,,,,,03/03/2020,01/10/2023,31/05/2018,14/10/2023,,WordPress,,-,-,-,-
junkmaven.net,junkmaven.net,$100,,0,0,0,Junk Maven LLC,,32836357,info@junkmaven.net,,,,,,,,12/08/2022,01/10/2023,15/02/2022,14/10/2023,,WordPress;Instapage,,-,-,-,-
junkmd.com,junkmd.com,$250,$14040,0,0,0,JunkMD,Science,12669615,hello@junkmd.com,,twitter.com/junkmd,instagram.com/thejunkmd,San Diego,California,92117,US,03/03/2020,01/10/2023,24/09/2005,16/10/2023,,WordPress;Beaver Builder,,Top 50m,-,-,California CCPA
junknorthdfw.com,junknorthdfw.com,$100,,0,0,0,,,Outside Top 100m,info@junknorthdfw.com,,,,,,,,01/05/2023,11/10/2023,28/02/2023,14/10/2023,,WordPress,,-,-,-,-
junkoutboys.com,junkoutboys.com,$250,,0,0,0,,,Outside Top 100m,,,,,,,,,13/05/2023,01/10/2023,03/11/2022,14/10/2023,,WordPress,,-,-,-,-
junkoutnm.com,junkoutnm.com/*,$250,$25039,,,,,,Outside Top 100m,,,,,,,,,23/06/2023,15/09/2023,21/06/2022,14/10/2023,Squarespace Add to Cart,Squarespace,,-,-,-,-
junkpickupremoval.com,junkpickupremoval.com,$100,,0,0,0,Junk PickUp Removal,,Outside Top 100m,,,,,,,,,20/06/2023,01/10/2023,20/06/2023,14/10/2023,,WordPress,,-,-,-,-
junkremovalfortmillsc.com,junkremovalfortmillsc.com,$100,,,,,Carolina Junk Dawgs,,53791181,,,,,,,,,05/01/2023,17/09/2023,05/11/2022,17/09/2023,,WordPress,,-,-,-,-
junkremovalinaustin.com,junkremovalinaustin.com,$1000,,0,0,0,Jack Rabbit Junk Removal,Business And Industrial,41177236,,,,,,,,,15/09/2023,15/09/2023,20/02/2017,14/10/2023,,WordPress,,-,-,-,-
junkremovaljax.com,junkremovaljax.com,$100,,0,0,0,Junk Removal JAX,Business And Industrial,15342964,junkremovaljax@gmail.com,,,,Jacksonville,FL,32224,US,13/02/2022,15/09/2023,12/05/2010,14/10/2023,,SiteBuilder;WordPress;WebsiteBuilder,,-,-,-,-
junkremovalofcharlotte.com,junkremovalofcharlotte.com,$1000,,,,,,Business And Industrial,65649927,dfisher@junkraider.com,,,,,,,,13/05/2022,01/10/2023,08/09/2020,14/10/2023,,Netlify,,-,-,-,-
junkremovalportlandinc.com,junkremovalportlandinc.com,$100,$13202,0,0,0,,,32731985,,,,,Portland,OR,97266,US,18/08/2020,15/09/2023,02/06/2020,14/10/2023,Ecwid,Duda,,-,-,-,-
junkremovalservicesokc.com,junkremovalservicesokc.com,$250,,,,,,,Outside Top 100m,,,,,,,,,15/08/2023,15/09/2023,15/08/2023,14/10/2023,,WordPress,,-,-,-,-
junkrunbros.com,junkrunbros.com,$100,,0,0,0,Junk Run Bros,,Outside Top 100m,service@junkrunbros.com,,,,Salt Lake City,UT,84115,US,17/10/2022,15/09/2023,19/10/2021,19/10/2023,,WordPress,,-,-,-,-
junkslayersllc.com,junkslayersllc.com,$250,,0,0,0,Junk Slayers,Home And Garden,53767547,contact@junkslayersllc.com,,,instagram.com/junkslayersllc1,,,,US,15/09/2023,01/10/2023,02/01/2019,16/10/2023,,WordPress,,Top 50m,-,-,-
junksternow.com,junksternow.com,$100,,0,0,0,junkster LLC,Business And Industrial,Outside Top 100m,help@gosite.com,,,,Irvine,CA,92618,US,07/01/2022,24/06/2023,26/01/2021,14/10/2023,,GoSite,,-,-,-,California CCPA
junkstersremoval.com,junkstersremoval.com/*,$100,,0,0,0,Junksters Removal,Business And Industrial,24909032,,,,,San Diego,CA,92103,US,18/11/2021,15/09/2023,06/12/2020,14/10/2023,,WordPress,,-,-,-,California CCPA
junktasticremoval.com,junktasticremoval.com,$100,,0,0,0,Junktastic Removal Recycling,Science,62348808,Junktasticremoval@gmail.com,,,,,,,,05/01/2023,01/10/2023,04/05/2021,14/10/2023,,SiteBuilder;WordPress;WebsiteBuilder,,-,-,-,-
junktest14.com,junktest14.com,$500,,0,0,0,,Business And Industrial,78737650,,,,,Kansas City,MO,64111,US,03/08/2023,01/10/2023,08/10/2020,14/10/2023,,WordPress,,-,-,-,-
justacandheating.com,justacandheating.com,$100,,,,,,,Outside Top 100m,,,,,,,,,05/11/2022,15/09/2023,05/11/2022,14/10/2023,,GoDaddy Website Builder,,-,-,-,-
justforyouhomeservices.com,justforyouhomeservices.com,$500,,0,0,0,,Business And Industrial,71839760,,,,instagram.com/justforyouhomeservices,,,,,25/02/2020,15/10/2023,09/04/2018,15/10/2023,,Wix,,-,-,-,-
justhotwaterllc.com,justhotwaterllc.com,$500,,0,0,0,,,Outside Top 100m,,,,,,,,,02/06/2022,01/10/2023,19/04/2022,14/10/2023,,Townsquare Interactive,,-,-,-,-
justinsmobiledetailing.com,justinsmobiledetailing.com,$250,,,,,,,Outside Top 100m,jwick_2006@yahoo.com,,,,,,,,17/01/2023,15/09/2023,17/01/2023,14/10/2023,,Netlify,,-,-,-,-
justinsplumbing.llc,justinsplumbing.llc,$100,,,,,,Home And Garden,Outside Top 100m,,,,,Wayne,OK,73095,US,18/08/2020,01/10/2023,18/08/2020,14/10/2023,,Google My Business,,-,-,-,-
justinsplumbingok.com,justinsplumbingok.com,$100,,0,0,0,Justin's Plumbing LLC,,Outside Top 100m,christineflies@justinsplumbingllc.com,,,,Wayne,Oklahoma,73095,US,21/03/2023,01/10/2023,22/02/2023,14/10/2023,,LinkNow;WordPress,,-,-,-,-
justintimeelectrical.com,justintimeelectrical.com,$1000,,0,0,0,Just In Time Electrical Services LLC,Business And Industrial,15194972,,,,,Denver,CO,80233,US,13/04/2019,18/10/2023,05/08/2018,18/10/2023,,,,-,-,-,-
justintimeoc.com,justintimeoc.com,$100,,50,0,0,,Home And Garden,27320239,justintimeoc@yahoo.com,,,instagram.com/justintimeplumbing,Costa Mesa,CA,92627,US,30/01/2023,18/10/2023,09/03/2011,18/10/2023,,Duda;WordPress,,-,-,-,California CCPA
justintimeplumberoc.com,justintimeplumberoc.com,$100,,,,,Justin Time Plumber,,Outside Top 100m,,,,,Costa Mesa,CA,92627,US,20/02/2023,17/09/2023,20/02/2023,17/09/2023,,WordPress,,-,-,-,California CCPA
justrelaxcleaningservices.com,justrelaxcleaningservices.com,$100,$15019,,,,,,Outside Top 100m,,,,,Greenville,SC,29607,US,23/06/2023,15/09/2023,20/03/2016,14/10/2023,Wix Stores,Wix,,-,-,-,-
justrightairtx.com,justrightairtx.com,$250,,,,,,Automotive And Vehicles,20456752,doug@justrightairtx.com,,,,Bedford,TX,76022,US,03/03/2020,15/09/2023,15/09/2013,14/10/2023,,WordPress,,-,-,-,-
justrightheating.net,justrightheating.net,$100,,,,,Just Right Heating &,Technology And Computing,89375990,,,,,Bolingbrook,IL,60440,US,09/06/2020,17/09/2023,31/10/2013,14/10/2023,,GoDaddy Website Builder,,-,-,-,-
jvjunkhaul.com,jvjunkhaul.com,$500,,,,,,,Outside Top 100m,,,,,,,,,15/09/2023,15/09/2023,24/06/2023,15/10/2023,,WordPress,,-,-,-,-
jvmhvac.com,jvmhvac.com,$250,,0,0,0,JV Mechanical Contractors Inc,Business And Industrial,13529073,info@jvmhvac.com,,,,,MD,20737,US,21/03/2022,01/10/2023,02/05/2020,15/10/2023,,WordPress,,-,-,-,-
jwcoolingheating.com,jwcoolingheating.com,$100,$15019,0,0,0,,,Outside Top 100m,,,,,,,,,13/05/2023,15/09/2023,15/12/2020,15/10/2023,Wix Stores,Wix,,-,-,-,-
jwmechanicalsystems.com,jwmechanicalsystems.com,$100,,,,,jwmechanicalsystems,Science,30804758,service@jwmechanicalsystems.com;jeff@jwmechanicalsystems.com;juli@jwmechanicalsystems.com;thomas@jwmechanicalsystems.com;carrie@jwmechanicalsystems.com;jonathan@jwmechanicalsystems.com;ben@jwmechanicalsystems.com;alex@jwmechanicalsystems.com;justin@jwmechanicalsystems.com,,,,,,,,12/07/2018,15/09/2023,07/09/2015,15/09/2023,,Wix,,-,-,-,-
jwperformanceair.com,jwperformanceair.com,$100,,,,,,Automotive And Vehicles,Outside Top 100m,,,,,Beggs,OK,74421,US,13/04/2019,15/09/2023,24/09/2018,15/10/2023,,,,-,-,-,-
jwperformanceheatandair.com,jwperformanceheatandair.com,$100,,,,,,Automotive And Vehicles,41590606,,,,,Beggs,OK,74421,US,13/04/2019,15/09/2023,07/02/2011,15/10/2023,,,,-,-,-,-
jwplumbingpro.com,jwplumbingpro.com,$100,,0,0,0,JW Plumbing Professionals,Home And Garden,73311372,,,,,,,,,03/07/2021,01/10/2023,26/11/2020,15/10/2023,,WordPress,,-,-,-,-
jzrestoration.net,jzrestoration.net/*,$100,$9534,,,,JZ Restoration Inc,Art And Entertainment,Outside Top 100m,,,,,Mchenry,IL,60050,US,03/12/2020,15/09/2023,25/10/2020,15/10/2023,Wix Stores,Wix,,-,-,-,-
