Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Page Rank,Emails,X,Twitter,Instagram,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CMS Platform,CRM Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
afterhourshvactn.com,afterhourshvactn.com,$250,,0,0,0,,Business And Industrial,Outside Top 100m,afterhourshvactn@gmail.com,,,instagram.com/afterhourshvactn,,TN,37384,US,2022-07-15,2023-10-08,2022-03-15,2023-10-08,,WordPress,,-,-,-,-
afterimagedetailing.com,afterimagedetailing.com,$250,,0,0,0,,Automotive And Vehicles,83553620,423-2380afterimagedetailing@gmail.comPowered,,,,,,,,2020-12-19,2023-09-06,2015-03-17,2023-10-19,,Netlify,,-,-,-,-
agapehandymanservicechicago.com,agapehandymanservicechicago.com,$250,,,,,,Home And Garden,Outside Top 100m,517-8167jamie@agape-properties.orgPowered,,,,,,,,2022-06-29,2023-07-10,2020-03-02,2023-09-27,,Netlify,,-,-,-,-
agcleaningservicesllc.com,agcleaningservicesllc.com/*,$100,,0,0,0,Amazing Grace Restoration,Business And Industrial,Outside Top 100m,,,,,Conway,Arkansas,72032,US,2021-08-09,2023-10-08,2013-02-28,2023-10-08,,WordPress,,-,-,-,-
agshvac.com,agshvac.com,$250,,0,0,0,,Business And Industrial,24072698,,,,,Manahawkin,NJ,08050,US,2022-10-01,2023-10-08,2015-11-05,2023-10-08,,Townsquare Interactive;WordPress,,-,-,-,-
aguyinatruck.com,aguyinatruck.com,$250,$24656,0,0,0,,Business And Industrial,23256678,cleanfloors@aguyinatruck.com,,,,,,,,2018-11-25,2023-09-06,2017-05-01,2023-09-28,Ecwid,Duda;WordPress,CHIIRP,-,-,-,-
aguyinatruckreviews.com,aguyinatruckreviews.com,$250,,,,,,,Outside Top 100m,,,,,,,,,2022-08-16,2023-07-16,2021-08-17,2023-10-08,,,,-,-,-,-
ahspros.com,ahspros.com,$500,,,,,,Home And Garden,Outside Top 100m,rperryman@ahspros.com;arowley@ahspros.com;adam@ahspros.com,,,,,,,,2022-11-12,2023-10-08,2013-04-08,2023-10-08,,WordPress,,-,-,-,-
aido.ca,aido.ca,$250,,100,1,0,AIDO Climate Solutions Terms &,Business And Industrial,22962646,,,,instagram.com/aidoclimatesolutions,Guelph West,ON,N1K,CA,2018-07-14,2023-10-08,2016-06-29,2023-10-08,,,,-,-,-,-
aimhighlawns.com,aimhighlawns.com,$2000,,0,0,0,,Business And Industrial,Outside Top 100m,office@aimhighlawns.com,,twitter.com/aimhighlawns,,,,,,2023-08-28,2023-10-11,2019-08-25,2023-10-11,,HubSpot COS;HubSpot CMS Hub,Hubspot,-,-,-,-
airaceheatingandcooling.com,airaceheatingandcooling.com,$500,$83921,100,0,0,Air Ace,Business And Industrial,16222199,,,twitter.com/AirAceHVAC,instagram.com/airaceheatingandcooling,East Peoria,IL,61611,US,2017-10-05,2023-10-08,2015-05-18,2023-10-16,WooCommerce Checkout,WordPress;Beaver Builder,,Top 10m,-,-,-
airandenergynwfl.com,airandenergynwfl.com,$100,$7237,0,0,0,Air and Energy NWFL,,12435226,,,,,Pensacola,FL,32505,US,2020-05-03,2023-10-08,2019-08-25,2023-10-16,,,,Top 5m,-,-,-
airandheatinc.net,airandheatinc.net,$1000,$189527,0,0,0,,,Outside Top 100m,,,,,Bradenton,FL,34205,US,2021-08-16,2023-10-08,2021-07-29,2023-10-08,Ecwid,Duda;Hibu CMS,,-,-,-,-
airandwatercare.ca,airandwatercare.ca/*,$250,,0,0,0,Air And Water Care Inc,Food And Drink,Outside Top 100m,info@airandwatercare.ca,,,,,,,,2023-05-19,2023-09-01,2020-07-02,2023-10-08,,,,-,-,-,-
airborneinc.com,airborneinc.com,$250,,,,,Airborne Inc,Technology And Computing,Outside Top 100m,info@airborneinc.com,,,,,,,,2022-06-30,2023-07-10,2010-05-31,2023-10-08,,Netlify,,-,-,-,-
aircare-ac.com,aircare-ac.com,$250,$23169,0,0,0,Air Care,Automotive And Vehicles,Outside Top 100m,,,,,Eucha,OK,74342,US,2022-10-01,2023-10-08,2022-05-18,2023-10-08,Ecwid,Duda;Townsquare Interactive;WordPress,,-,-,-,-
aircertenergyratings.com,aircertenergyratings.com,$250,,,,,,Business And Industrial,Outside Top 100m,282-9030aircert@outlook.comPowered,,,,,,,,2022-06-30,2023-07-10,2020-04-02,2023-10-08,,Netlify,,-,-,-,California CCPA
airchoiceheating-cooling.com,airchoiceheating-cooling.com,$1000,,0,0,0,,Technology And Computing,25947839,,,,,West Chicago,IL,60185,US,2018-10-25,2023-10-08,2014-12-08,2023-10-08,,WordPress,,-,-,-,-
aircoacservices.com,aircoacservices.com,$250,,0,0,0,AirCo Heating & Cooling,Business And Industrial,25455040,brad.bailey@aircoacservices.com,,twitter.com/aircoacservices,,Brandon,MS,39042,US,2020-03-03,2023-10-16,2016-06-13,2023-10-16,,Zoho Books;WordPress;Yext,,-,-,-,-
airconcepts.us,airconcepts.us,$1000,,0,0,0,Air Concepts,,27486048,,,,,San Jose,CA,95131,US,2023-07-16,2023-10-08,2020-09-17,2023-10-08,,WordPress,,-,-,-,California CCPA
airconditionerwindsor.com,airconditionerwindsor.com,$250,,,,,,,Outside Top 100m,,,,,Windsor (Sandwich / Ojibway / West Malden),ON,N9C,CA,2020-03-03,2023-10-08,2018-09-24,2023-10-08,,,,-,-,-,-
airconditioningcity.com,airconditioningcity.com,$100,,0,0,0,Hometown Heroes Heating and Cooling,Technology And Computing,45729072,,,,,Lees Summit,MO,64063,US,2022-01-30,2023-10-08,2003-02-12,2023-10-16,,WordPress,,Top 10m,-,-,-
airconditioningcompanyhouston.com,airconditioningcompanyhouston.com,$100,,,,,Wise Air Conditioning and Heating,Automotive And Vehicles,Outside Top 100m,,,,,,TX,77066,US,2022-10-18,2023-08-29,2022-10-18,2023-10-08,,,,-,-,-,-
airconditioningrepairserviceorlando.com,airconditioningrepairserviceorlando.com,$100,,,,,A-Plus AC Repair,Automotive And Vehicles,Outside Top 100m,,,,,Orlando,Florida,32829,US,2022-08-06,2023-07-16,2022-07-19,2023-10-08,,,,-,-,-,-
aircontrolbcs.com,aircontrolbcs.com,$100,$15019,,,,Air Control USA LLC,Home And Garden,83573614,service@aircontrolbcs.com,,,,Bryan,TX,77803,US,2020-03-03,2023-10-18,2018-05-28,2023-10-18,Wix Stores,Wix,,-,-,-,-
aircreationheatingandcooling.com,aircreationheatingandcooling.com,$250,,0,0,0,,Automotive And Vehicles,43969324,aircreation@ymail.com,,twitter.com/AirCreationHVAC,,Baton Rouge,LA,70809,US,2020-02-25,2023-10-08,2017-08-14,2023-10-08,,WordPress;Yext,,-,-,-,-
airdonerighthvac.com,airdonerighthvac.com,$100,,0,0,0,Airdonerighthvac,Business And Industrial,Outside Top 100m,info@airdonerighthvac.com,,,,Ambler,PA,19002,US,2023-04-28,2023-10-08,2023-03-18,2023-10-08,,WordPress,,-,-,-,-
airduct.cleaning,airduct.cleaning,$100,,,,,,Business And Industrial,32286317,jeremy@airduct.cleaning,,,,New Baltimore,MI,48047,US,2017-07-05,2023-10-08,2015-11-21,2023-10-08,,,,Top 50m,-,-,-
airductcleaninglasvegas.com,airductcleaninglasvegas.com,$250,,0,0,0,Air Duct Cleaning Las Vegas,Business And Industrial,33744949,,,,,Las Vegas,NV,89103,US,2022-08-16,2023-10-16,2013-02-28,2023-10-16,,WordPress,,-,-,-,-
airductlv.com,airductlv.com,$250,,0,0,0,Las Vegas Air Duct Cleaning Services,Business And Industrial,22548195,office@airductlv.com,,,,,,,,2022-01-09,2023-10-08,2020-08-06,2023-10-16,,WordPress,,Top 50m,-,-,-
airductorinc.com,airductorinc.com,$250,,0,0,0,Air Ductor,Business And Industrial,83573910,info@airductorinc.com,,,,Crown Point,IN,46307,US,2019-09-03,2023-09-06,2016-01-25,2023-10-16,,Duda;Thryv;WordPress,,Top 50m,-,-,-
airductorincin.com,airductorincin.com,$1000,$102703,,,,,,Outside Top 100m,,,,,,,,,2023-10-14,2023-10-14,2023-10-14,2023-10-14,Ecwid,Duda;Thryv;Camilyo,,-,-,-,-
aire-proservices.com,aire-proservices.com,$100,,,,,,,Outside Top 100m,,,,,Eatonton,GA,31024,US,2021-10-28,2023-10-08,2020-09-11,2023-10-08,,Google My Business,,-,-,-,-
airebyveterans.com,airebyveterans.com,$100,$5784,0,0,0,,,24345030,airebyveterans@gmail.com,,,,,,,,2023-08-28,2023-10-08,2016-10-17,2023-10-08,WooCommerce Checkout,WordPress,,-,-,-,-
airefrezco.com,airefrezco.com,$100,,0,0,0,,,Outside Top 100m,"filler@godaddy.comBookingsMy, filler@godaddy.com",,,,,,,,2022-11-17,2023-10-08,2022-02-08,2023-10-08,,Google Search Appliance;GoDaddy Website Builder,,-,-,-,-
airej.com,airej.com,$1000,,0,0,0,,Automotive And Vehicles,Outside Top 100m,AireJ@sednyaire.com,,,,,,,,2020-08-02,2023-10-08,2011-02-01,2023-10-08,,,,-,-,-,-
airflowaz.com,airflowaz.com,$100,,0,0,0,,Food And Drink,Outside Top 100m,aron@airflowaz.com,,,,,,,,2023-07-16,2023-10-08,2016-06-29,2023-10-08,,WordPress,,-,-,-,-
airflowcomfort.com,airflowcomfort.com,$100,,0,0,0,,Technology And Computing,26288123,airflowcomfortsystems@gmail.com,,,,Haslet,TX,76052,US,2021-12-17,2023-10-08,2016-12-12,2023-10-08,,Webflow,,-,-,-,-
airforcegroup.com,airforcegroup.com/*,$100,,0,0,0,,Automotive And Vehicles,Outside Top 100m,,,,,Fort Myers,FL,33916,US,2021-06-14,2023-09-01,2020-03-30,2023-10-08,,WordPress,,-,-,-,-
airhawkac.com,airhawkac.com,$500,,0,0,0,Air Hawk Heating and Cooling LLC,Business And Industrial,11799045,contact@airhawkac.com,,,,Odessa,FL,33556,US,2020-03-03,2023-10-08,2014-09-28,2023-10-16,,Blue Corona;WordPress,,Top 50m,-,-,-
airhomesolutions.com,airhomesolutions.com,$100,,0,0,0,Air Home Solutions,Business And Industrial,Outside Top 100m,support@airhomesolutions.com,,,,Cypress,TX,77429,US,2023-07-16,2023-10-08,2021-01-14,2023-10-08,,WordPress,,-,-,-,-
airinnovationsfl.com,airinnovationsfl.com,$100,,,,,,,Outside Top 100m,info@airinnovationsfl.com,,,,Keystone Heights,FL,32656,US,2023-05-16,2023-10-08,2023-03-23,2023-10-08,,WordPress,,-,-,-,-
airkings.pro,airkings.pro,$100,,,,,,Business And Industrial,Outside Top 100m,Omar@AirKings.Pro,,,,Mundelein,IL,60060,US,2023-02-21,2023-10-08,2023-02-21,2023-10-08,,GoBoost,,-,-,-,-
airluxheating.com,airluxheating.com,$500,,10,0,0,AirLux Heating &,Home And Garden,11960872,,,twitter.com/airluxc,instagram.com/airluxheatingcooling,Niles,MI,49120,US,2020-05-03,2023-10-08,2017-10-23,2023-10-16,,Plumber SEO;WordPress,CHIIRP,Top 50m,-,-,-
airmaxsolutionsllc.com,airmaxsolutionsllc.com,$100,,,,,,,Outside Top 100m,"info@airmaxsolutions.com, Airmaxsolutions.Hvac@yahoo.com",,,,,,,,2023-10-17,2023-10-17,2023-10-17,2023-10-17,,,,-,-,-,-
airmechhvac.com,airmechhvac.com,$500,$75695,0,0,0,,Business And Industrial,24854832,service@airmechhvac.com,,,,Elk Grove,CA,95624,US,2020-03-03,2023-09-25,2019-04-10,2023-10-16,Ecwid,Duda;Synchrony;WordPress,,Top 50m,-,-,California CCPA
airologyac.com,airologyac.com,$100,,,,,Airology AC Inc,Business And Industrial,27418018,service@airologyac.com;kimroy@airologyac.com,,,,Pompano Beach,FL,33064,US,2021-10-28,2023-10-08,2013-02-28,2023-10-08,,Weblium,,-,-,-,-
airoutlookinc.com,airoutlookinc.com,$250,,50,0,0,Air Outlook Inc,Business And Industrial,15317912,,,twitter.com/AirOutlookInc,instagram.com/airoutlookinc,Huntsville,AL,35810,US,2020-02-25,2023-10-08,2019-04-02,2023-10-08,,WordPress,,-,-,-,-
airproflorida.com,airproflorida.com,$100,,0,0,0,Air Pro Florida,Business And Industrial,20534397,info@airproflorida.com,,twitter.com/AirproFlorida,,Melbourne,FL,32934,US,2022-06-22,2023-10-08,2006-10-21,2023-10-08,,Wix,,-,-,-,-
airqualitytech.com,airqualitytech.com,$250,,2000,0,0,Air Quality Tech,Business And Industrial,14071521,ray@airqualitytech.com;tom@airqualitytech.com;info@airqualitytech.com,,,instagram.com/airqualityexpress,Houston,TX,77018,US,2020-05-13,2023-10-17,2015-06-20,2023-10-17,,WordPress,,Top 10m,-,-,-
airrangerhcinc.com,airrangerhcinc.com,$250,,,,,,Science,Outside Top 100m,930-1971info@airrangerinc.comPowered,,,,,,,,2022-11-17,2023-07-10,2022-06-24,2023-10-08,,Netlify,,-,-,-,California CCPA
airrescuebycjs.com,airrescuebycjs.com,$500,,0,0,0,Rescue,Automotive And Vehicles,62940872,,,,,,FL,32763,US,2022-10-01,2023-06-09,2011-06-19,2023-10-08,,WordPress,,-,-,-,-
airrescuehvac.com,airrescuehvac.com,$100,,0,0,0,,Business And Industrial,30353647,,,twitter.com/AirRescueHVAC,,Celina,TX,75009,US,2019-11-25,2023-10-10,2016-03-21,2023-10-10,,,,Top 10m,-,-,-
airrxprostx.com,airrxprostx.com,$250,$41516,0,0,0,Air-RX Professional Duct Cleaning and Air Solutions,Business And Industrial,Outside Top 100m,,,,,Tyler,Texas,75701,US,2021-06-15,2023-10-08,2021-05-28,2023-10-08,,WordPress,,-,-,-,-
airsource.biz,airsource.biz,$100,,0,0,0,Airsource Air Conditioning,Automotive And Vehicles,Outside Top 100m,info@airsource.biz,,,instagram.com/airsource.biz,,,,,2023-01-27,2023-10-08,2022-10-01,2023-10-08,,GoDaddy Website Builder,,-,-,-,-
airsuperhero.com,airsuperhero.com,$100,,,,,AirSuperHero,Automotive And Vehicles,59514069,"filler@godaddy.comMy, filler@godaddy.com, airsuperhero@gmail.com",,twitter.com/airsuperhero,instagram.com/airsuperhero,West Palm Beach,FL,33411,US,2023-05-16,2023-10-08,2019-11-02,2023-10-08,,Google Search Appliance;GoDaddy Website Builder,,-,-,-,-
airsupp.us,airsupp.us,$100,,0,0,0,AirSupp,Business And Industrial,Outside Top 100m,,,,instagram.com/airsupp_clean,Somerville,MA,02144,US,2023-09-06,2023-10-08,2023-05-16,2023-10-08,,Weblium,,-,-,-,-
airsupportky.com,airsupportky.com,$1000,,0,0,0,Air Support Heating and Cooling,Technology And Computing,Outside Top 100m,,,,instagram.com/airsupportky,,KY,40071,US,2023-03-18,2023-10-08,2022-10-18,2023-10-08,,WordPress,Hubspot,Top 50m,-,-,-
airtechprohvac.com,airtechprohvac.com,$100,,0,0,18,Air Tech Pro HVAC,Business And Industrial,61874175,Contact@airtechprohvac.com,,,instagram.com/airtechprohvac,Warwick,RI,02886,US,2022-06-22,2023-10-08,2020-09-17,2023-10-08,,WordPress,,-,-,-,-
airtightnola.com,airtightnola.com,$100,$8366,,,,,Business And Industrial,Outside Top 100m,jared@airtightnola.com,,,instagram.com/airtightnola,,,,,2022-06-22,2023-10-08,2014-07-30,2023-10-08,,WordPress,,-,-,-,-
airtika.com,airtika.com,$100,,250,0,0,airtika,Business And Industrial,35554686,admin@airtika.com,,,instagram.com/airtika_heating_and_cooling,,,,,2020-03-03,2023-10-08,2017-10-11,2023-10-08,,Wix,,-,-,-,-
airtoday.net,airtoday.net,$1000,$189527,0,0,0,,Law  Govt And Politics,27416393,,,twitter.com/airtodayheat,,Jonesboro,AR,72403,US,2020-03-03,2023-10-08,2000-12-05,2023-10-08,Ecwid,Duda;Hibu CMS;Yext,,-,-,-,-
airtouchhvac.com,airtouchhvac.com,$250,,,,,Airtouchhvac,Automotive And Vehicles,28573311,info@airtouchhvac.com,,,,Hiram,GA,30141,US,2022-06-22,2023-10-08,2018-08-05,2023-10-08,,Wix,,-,-,-,-
airtxac.com,airtxac.com,$100,,0,0,0,Air Texas AC San Antonio,Technology And Computing,7094750,service@airtxac.com,,,,San Antonio,TX,78261,US,2022-03-26,2023-10-08,2014-07-17,2023-10-08,,WordPress,,Top 50m,-,-,-
airvachc.com,airvachc.com,$100,$15019,,,,,Education,Outside Top 100m,,,,instagram.com/airvac_hc,,,,,2021-07-31,2023-10-08,2021-07-31,2023-10-08,Wix Stores,Wix,,-,-,-,-
airwegoac.com,airwegoac.com,$250,,0,0,0,Air We Go,Business And Industrial,25329412,,,twitter.com/airwegoac,,West Palm Beach,FL,33411,US,2022-08-16,2023-10-08,2019-12-02,2023-10-16,,WordPress,,Top 50m,-,-,-
airworksokc.com,airworksokc.com,$500,$31970,0,0,0,,Automotive And Vehicles,Outside Top 100m,andrew@airworksokc.com,,,,Oklahoma City,OK,73127,US,2023-03-18,2023-10-08,2020-09-27,2023-10-16,Squarespace Add to Cart,Squarespace,,Top 50m,-,-,-
airxpresstx.com,airxpresstx.com,$250,,,,,,Business And Industrial,Outside Top 100m,airxpress4040@gmail.com,,,,,TX,78253,US,2021-04-15,2023-10-08,2021-02-08,2023-10-08,,Synchrony,,-,-,-,-
ajbincleaning.com,ajbincleaning.com,$100,,0,0,0,,,Outside Top 100m,info@ajbincleaning.com,,,,Spotsylvania,VA,22553,US,2023-07-18,2023-10-08,2023-07-18,2023-10-08,,WordPress,,-,-,-,-
ajpelectricllc.com,ajpelectricllc.com,$1000,,250,0,0,AJP Electric LLC,Business And Industrial,22486816,josh@ajpelectricllc.com,,,instagram.com/ajpelectricllc,,CT,06074,US,2020-03-09,2023-10-08,2014-12-28,2023-10-08,,WordPress,,-,-,-,-
ajrpdx.com,ajrpdx.com,$250,$16782,,,,,Business And Industrial,23049783,tiffany@ajrpdx.com,,,,,,,,2020-03-09,2023-10-08,2020-03-02,2023-10-16,Wix Stores,Wix,,Top 50m,-,-,-
ajsheatac.com,ajsheatac.com,$500,,100,0,0,,Business And Industrial,Outside Top 100m,ajs@ajsheatac.com,,,instagram.com/ajsheatac,Lorton,VA,22079,US,2020-03-02,2023-09-16,2018-07-09,2023-10-11,,Townsquare Interactive;WordPress,,-,-,-,-
electricianoncall.com,electricianoncall.com,$250,,,,,Electrician On Call,Automotive And Vehicles,12519030,"ally@EOCDFW.com, info@eocdfw.com",,,instagram.com/electrician_on_call,Dallas,TX,75252,US,2020-02-25,2023-10-08,2008-05-13,2023-10-08,,Wix,,Top 50m,-,-,-
erplumbingheating.com,erplumbingheating.com,$2000,,0,0,0,,Home And Garden,9849720,info@erplumbingheating.com,,,,Warwick,RI,02886,US,2018-02-09,2023-10-16,2008-03-23,2023-10-16,,HubSpot COS;WordPress,,Top 10m,-,-,-
motioncitymedia.com,motioncitymedia.com,$500,,10,0,0,Motion City Media,Business And Industrial,15605150,info@motioncitymedia.com,,twitter.com/motioncitymedia,instagram.com/motioncitymedia,Asbury Park,NJ,07712,US,2020-03-02,2023-10-13,2011-09-11,2023-10-17,,Rela;Pixieset;WordPress;Drupal,,Top 50m,-,-,-
24far.com,24far.com,$100,$2517,,,,,,23501155,support@firstappliancerepair.net,,,,,,,,2023-07-15,2023-10-07,2020-09-17,2023-10-07,OpenMage,,,-,-,-,-
2brospw.com,2brospw.com,$250,$16782,,,,,Business And Industrial,Outside Top 100m,matthew@2brospw.com,,,instagram.com/2brosandahosepw,,,,,2021-12-15,2023-10-07,2021-11-26,2023-10-07,Wix Stores,Wix,,-,-,-,-
2fatguyslawnservice.com,2fatguyslawnservice.com,$250,$18584,50,0,0,2 Fat Guys Lawn Service,,27428103,,,twitter.com/2fatguyslawn,instagram.com/2fatguyslawn,Fort Worth,TX,76177,US,2020-02-25,2023-10-16,2019-02-02,2023-10-16,Wix Stores,Wix,,-,-,-,-
2livewires.com,2livewires.com,$500,,0,0,0,2 Live Wires,Home And Garden,Outside Top 100m,,,,,Slatington,PA,18080,US,2022-11-11,2023-10-08,2018-08-04,2023-10-08,,WordPress,,-,-,-,-
2mexicans.com,2mexicans.com,$100,,0,0,0,2 Mexicans Junk Removal,Business And Industrial,26356982,,,,,,,,US,2023-01-26,2023-07-15,2013-07-23,2023-10-16,,WordPress,,Top 50m,-,-,California CCPA
2ndgenerationcarpetcleaning.com,2ndgenerationcarpetcleaning.com,$100,,,,,,,27833701,,,twitter.com/2ndgenerationca,instagram.com/2ndgenerationcarpetcleaning,,CA,95691,US,2023-08-27,2023-10-08,2018-05-31,2023-10-08,,WordPress,,-,-,-,California CCPA
2rootshvac.com,2rootshvac.com,$250,,,,,,Automotive And Vehicles,61488737,nicksr@2rootshvac.com,,,,,,,,2020-09-27,2023-10-07,2019-08-02,2023-10-07,,Netlify,,-,-,-,-
407ac.com,407ac.com,$100,$15019,,,,HVAC Depot Inc,Technology And Computing,Outside Top 100m,info@407ac.com,,,,Winter Park,FL,32792,US,2023-02-21,2023-10-07,2023-02-21,2023-10-07,Wix Stores,Wix,,-,-,-,-
42mech.com,42mech.com,$100,,0,0,0,,,Outside Top 100m,info@42mech.com,,,,Austin,TX,78734,US,2023-06-04,2023-10-07,2022-07-04,2023-10-07,,ServiceTitan;Webflow,,Top 50m,-,-,-
4cacandheating.com,4cacandheating.com,$100,,0,0,0,4C AC & Heating LLC,Business And Industrial,27434077,chris@4cacandheating.com;christina@4cacandheating.com;info@4cacandheating.com;office@4cacandheating.com,,,,Katy,TX,77493,US,2020-12-20,2023-10-07,2016-04-11,2023-10-07,,Synchrony;WordPress,,-,-,-,-
4carpetcleaning.com,4carpetcleaning.com,$250,,0,0,0,Lewis Cleaners,Business And Industrial,15804122,info@4carpetcleaning.com,,,,Redwood City,CA,94063,US,2017-11-07,2023-10-17,2004-11-29,2023-10-17,,WordPress,,-,-,-,California CCPA
4divinos.com,4divinos.com,$100,$15019,0,0,0,,Business And Industrial,Outside Top 100m,Divinos4114@gmail.com,,,instagram.com/4divinos,Corona Del Mar,CA,92625,US,2022-05-17,2023-10-07,2019-04-13,2023-10-07,Wix Stores,Wix,,Top 50m,-,-,California CCPA
4elitepro.com,4elitepro.com,$100,,10,0,0,ELITE PRO Group,,Outside Top 100m,info@4elitepro.com;elite@4elitepro.com,,twitter.com/4elitepro,instagram.com/4elitepro,,,,,2020-03-03,2023-10-07,2017-02-28,2023-10-07,,Mailchimp Website Builder;WordPress,,-,-,-,-
4seasonshvacservice.com,4seasonshvacservice.com,$100,,,,,,,49288664,info@4seasonshvacservice.com,,,,Livingston,TN,38570,US,2022-05-17,2023-10-07,2015-01-27,2023-10-07,,Homestead,,-,-,-,-
4seasonsnails.us,4seasonsnails.us,$250,,0,0,14,,,Outside Top 100m,,,,,Chicago,IL,60606,US,2023-06-04,2023-08-28,2022-08-30,2023-10-07,,,,-,-,-,-
4windsacandheat.com,4windsacandheat.com,$250,,,,,4 Winds AC and Heating,Business And Industrial,83439008,,,,,,,,,2021-10-27,2023-10-17,2011-01-29,2023-10-17,,WordPress,,-,-,-,-
4yourcomforthvac.com,4yourcomforthvac.com,$100,$15019,,,,,Business And Industrial,Outside Top 100m,info@4yourcomforthvac.com,,,,Skokie,IL,60077,US,2023-03-17,2023-10-07,2022-01-21,2023-10-07,Wix Stores,Wix,,-,-,-,-
babbsplumbingsc.com,babbsplumbingsc.com,$250,,0,0,0,Babbâ€™s Plumbing & Backflow Services,Home And Garden,28720409,,,,,,,,,2022-01-21,2023-10-12,2013-10-15,2023-10-12,,WordPress,,-,-,-,-
babconsashes.com,babconsashes.com,$250,$19167,,,,,,Outside Top 100m,,,,,,,,,2023-10-10,2023-10-10,2023-04-18,2023-10-10,Ecwid;Wix Stores,Wix,,Top 50m,-,-,-
backflowtestingspecialist.com,backflowtestingspecialist.com/*,$100,,0,0,0,Backflow Testing Specialist,,Outside Top 100m,,,,,Cedar Park,TX,78613,US,2023-08-30,2023-10-12,2023-08-15,2023-10-12,,WordPress,,-,-,-,-
baconair.com,baconair.com,$100,,0,0,0,A & B Mechanical Group,Business And Industrial,Outside Top 100m,info@baconair.com,,,,Middletown,VA,22645,US,2023-05-13,2023-10-10,2023-05-04,2023-10-12,,WordPress,,-,-,-,-
bacsonpros.com,bacsonpros.com,$100,$4384,0,0,0,Bacson Pros,Business And Industrial,83798701,hello@bacsonpros.com,,,instagram.com/bacsonpros,,,,,2020-11-05,2023-10-12,2020-09-13,2023-10-12,WooCommerce Checkout,WordPress,SuiteDash,-,-,-,-
badgerplumbingservices.com,badgerplumbingservices.com,$100,,0,0,0,,,Outside Top 100m,BadgerPlumbingServices@gmail.com,,,,,,,,2023-10-01,2023-10-12,2023-02-16,2023-10-12,,WordPress,,-,-,-,-
baileyplumbingbcs.com,baileyplumbingbcs.com,$100,,0,0,0,Bailey Plumbing  Inc. - Plumber in Bryan/College Station,Home And Garden,58578587,,,,,,,,,2022-04-13,2023-10-12,2021-12-10,2023-10-12,,WordPress,,-,-,-,-
baileyscardetailing.com,baileyscardetailing.com,$100,,0,0,0,,,Outside Top 100m,,,,,,,,,2023-03-21,2023-06-22,2023-02-27,2023-10-10,,,,-,-,-,-
bakeracandheating.com,bakeracandheating.com,$100,,0,0,0,,Business And Industrial,26558771,"filler@godaddy.comBookingsMy, filler@godaddy.com",,,,Rockport,TX,78382,US,2020-03-03,2023-10-13,2015-05-18,2023-10-13,,Google Search Appliance;GoDaddy Website Builder,,-,-,-,-
bakerapplianceinc.com,bakerapplianceinc.com,$100,,,,,,Home And Garden,Outside Top 100m,BakerAppliance@hotmail.com,,,,,,,,2022-02-01,2023-10-10,2020-09-17,2023-10-10,,GoDaddy Website Builder,,-,-,-,California CCPA
bakerhomeelectric.com,bakerhomeelectric.com,$1000,$120942,250,0,0,Baker Home Electric,,61898862,bakerhomeelectric@gmail.com,,,instagram.com/bakerhomeelectric,Windsor,CT,06095,US,2022-10-03,2023-10-13,2021-01-19,2023-10-13,Squarespace Add to Cart,Squarespace,,-,-,-,-
bakersfieldjunkremoval.net,bakersfieldjunkremoval.net,$100,,,,,Bakersfield Junk Removal,Business And Industrial,Outside Top 100m,swiftdisposal.info@gmail.com,,,,,,,,2023-01-30,2023-10-13,2022-04-21,2023-10-13,,WordPress,,-,-,-,California CCPA
balebanditprosupport.com,balebanditprosupport.com,$100,,,,,,,Outside Top 100m,,,,,,,,,2023-08-30,2023-10-10,2023-02-21,2023-10-10,,GoDaddy Website Builder,,-,-,-,-
ballardelectric.com,ballardelectric.com,$100,,,,,Ballard Electric Inc,Automotive And Vehicles,71307272,info@ballardelectric.com,,,instagram.com/ballardelectric,,,,,2023-06-03,2023-10-16,2020-07-22,2023-10-17,,GoDaddy Website Builder,,Top 50m,-,-,California CCPA
ballrefrigeration.ca,ballrefrigeration.ca,$100,,0,0,0,Welcome to RON BALL REFRIGERATION,Food And Drink,60287551,r.ball@ballrefrigeration.ca,,,,Brockville,ON,K6V,CA,2020-05-04,2023-10-12,2016-11-15,2023-10-12,,WordPress,,-,-,-,-
baltimorekwikdry.com,baltimorekwikdry.com,$100,,0,0,0,Baltimore Kwik Dry Total Cleaning,Business And Industrial,65644559,yorkadamskwikdry@gmail.com,,,,,,,,2022-01-21,2023-10-10,2022-01-05,2023-10-10,,SiteBuilder;WordPress;WebsiteBuilder,,-,-,-,-
bambooplumbing.com,bambooplumbing.com,$250,,0,0,0,Bamboo Plumbing,,40144666,,,,,Hollywood,FL,33021,US,2023-08-30,2023-10-10,2020-11-16,2023-10-13,,GoDaddy Website Builder;WordPress,,-,-,-,-
bamquickbins.com,bamquickbins.com,$1000,,500,0,0,,Business And Industrial,65004106,kirk@bamquickbins.com;info@bamquickbins.com,,,instagram.com/bamquickbins,Cobourg,ON,K9A,CA,2021-02-20,2023-10-10,2016-06-27,2023-10-16,,Webflow,,Top 10m,-,-,-
